store_name,product_name,analysis_month,monthly_inventory,monthly_sales,inventory_sales_diff,inventory_status
"Tech Hub","PlayOn Fashion Item 78",24-03,0,1,-1,"within demand"
"Tech Hub","Acme Electronics Item 80",24-03,-5,0,-5,"within demand"
"Tech Hub","Acme Electronics Item 81",24-03,-1,0,-1,"within demand"
"Tech Hub","Nova Electronics Item 82",24-03,44,0,44,"inventory issue"
"Tech Hub","Pulse Electronics Item 83",24-03,0,3,-3,"within demand"
"Tech Hub","Pulse Fashion Item 84",24-03,1,2,-1,"within demand"
"Tech Hub","Pulse Grocery Item 85",24-03,10,0,10,"inventory issue"
"Tech Hub","Nova Electronics Item 87",24-03,0,1,-1,"within demand"
"Tech Hub","Freshly Fashion Item 89",24-03,-2,4,-6,"inventory issue"
"Tech Hub","Pulse Fashion Item 90",24-03,0,5,-5,"within demand"
"Tech Hub","Acme Home Item 91",24-03,-4,0,-4,"within demand"
"Tech Hub","PlayOn Beauty Item 93",24-03,-2,4,-6,"inventory issue"
"Tech Hub","Nova Home Item 94",24-03,-9,0,-9,"inventory issue"
"Tech Hub","Crafto Electronics Item 95",24-03,49,0,49,"inventory issue"
"Tech Hub","Luxe Toys Item 96",24-03,26,0,26,"inventory issue"
"Tech Hub","Luxe Toys Item 97",24-03,0,9,-9,"inventory issue"
"Tech Hub","Crafto Beauty Item 98",24-03,40,0,40,"inventory issue"
"Tech Hub","UrbanX Sports Item 99",24-03,1,0,1,"within demand"
"Tech Hub","EcoWare Fashion Item 100",24-03,-5,4,-9,"inventory issue"
"Tech Hub","Zenon Electronics Item 103",24-03,0,5,-5,"within demand"
"Tech Hub","Nova Fashion Item 104",24-03,0,1,-1,"within demand"
"Tech Hub","Acme Toys Item 105",24-03,35,4,31,"inventory issue"
"Tech Hub","Zenon Toys Item 108",24-03,-2,0,-2,"within demand"
"Tech Hub","PlayOn Toys Item 110",24-03,0,1,-1,"within demand"
"Tech Hub","Zenon Toys Item 112",24-03,0,2,-2,"within demand"
"Tech Hub","Acme Books Item 113",24-03,5,5,0,"within demand"
"Tech Hub","Zenon Toys Item 114",24-03,-3,8,-11,"inventory issue"
"Tech Hub","PlayOn Books Item 115",24-03,-1,0,-1,"within demand"
"Tech Hub","Zenon Fashion Item 116",24-03,-4,0,-4,"within demand"
"Tech Hub","Pulse Books Item 117",24-03,-3,1,-4,"within demand"
"Tech Hub","Acme Sports Item 119",24-03,-2,0,-2,"within demand"
"Tech Hub","Acme Fashion Item 120",24-03,0,10,-10,"inventory issue"
"Tech Hub","Zenon Grocery Item 122",24-03,-1,0,-1,"within demand"
"Tech Hub","Luxe Beauty Item 124",24-03,36,0,36,"inventory issue"
"Tech Hub","EcoWare Home Item 129",24-03,-4,1,-5,"within demand"
"Tech Hub","Freshly Fashion Item 130",24-03,2,2,0,"within demand"
"Tech Hub","Nova Books Item 132",24-03,3,0,3,"within demand"
"Tech Hub","Pulse Home Item 133",24-03,-1,5,-6,"inventory issue"
"Tech Hub","Luxe Electronics Item 134",24-03,17,0,17,"inventory issue"
"Tech Hub","UrbanX Beauty Item 135",24-03,-4,5,-9,"inventory issue"
"Tech Hub","Pulse Beauty Item 136",24-03,-8,1,-9,"inventory issue"
"Tech Hub","Luxe Beauty Item 137",24-03,37,1,36,"inventory issue"
"Tech Hub","Crafto Books Item 138",24-03,25,0,25,"inventory issue"
"Tech Hub","Crafto Sports Item 139",24-03,4,2,2,"within demand"
"Tech Hub","Luxe Beauty Item 140",24-03,3,2,1,"within demand"
"Tech Hub","Pulse Toys Item 141",24-03,0,2,-2,"within demand"
"Tech Hub","Nova Home Item 142",24-03,31,0,31,"inventory issue"
"Tech Hub","Zenon Beauty Item 143",24-03,30,0,30,"inventory issue"
"Tech Hub","PlayOn Electronics Item 145",24-03,0,4,-4,"within demand"
"Tech Hub","Nova Books Item 147",24-03,10,0,10,"inventory issue"
"Tech Hub","EcoWare Books Item 149",24-03,0,0,0,"within demand"
"Tech Hub","Luxe Electronics Item 150",24-03,0,3,-3,"within demand"
"Tech Hub","Acme Sports Item 151",24-03,44,11,33,"inventory issue"
"Tech Hub","PlayOn Grocery Item 152",24-03,-2,1,-3,"within demand"
"Tech Hub","Luxe Books Item 153",24-03,31,3,28,"inventory issue"
"Tech Hub","EcoWare Books Item 154",24-03,7,0,7,"inventory issue"
"Tech Hub","Freshly Grocery Item 156",24-03,13,0,13,"inventory issue"
"Tech Hub","Nova Beauty Item 157",24-03,10,0,10,"inventory issue"
"Tech Hub","Luxe Fashion Item 158",24-03,0,4,-4,"within demand"
"Tech Hub","Freshly Electronics Item 159",24-03,-3,0,-3,"within demand"
"Tech Hub","PlayOn Books Item 160",24-03,-6,0,-6,"inventory issue"
"Tech Hub","EcoWare Books Item 162",24-03,1,0,1,"within demand"
"Tech Hub","Crafto Toys Item 163",24-03,1,0,1,"within demand"
"Tech Hub","Crafto Home Item 164",24-03,0,5,-5,"within demand"
"Tech Hub","Acme Electronics Item 169",24-03,1,0,1,"within demand"
"Tech Hub","Zenon Grocery Item 170",24-03,14,4,10,"inventory issue"
"Tech Hub","Nova Toys Item 171",24-03,12,6,6,"inventory issue"
"Tech Hub","UrbanX Fashion Item 173",24-03,29,0,29,"inventory issue"
"Tech Hub","EcoWare Books Item 174",24-03,0,1,-1,"within demand"
"Tech Hub","Pulse Fashion Item 176",24-03,-5,2,-7,"inventory issue"
"Tech Hub","UrbanX Beauty Item 177",24-03,0,9,-9,"inventory issue"
"Tech Hub","Nova Electronics Item 178",24-03,-5,15,-20,"inventory issue"
"Tech Hub","Luxe Grocery Item 180",24-03,0,4,-4,"within demand"
"Tech Hub","Zenon Electronics Item 181",24-03,34,0,34,"inventory issue"
"Tech Hub","Crafto Home Item 182",24-03,0,7,-7,"inventory issue"
"Tech Hub","Nova Sports Item 183",24-03,-2,2,-4,"within demand"
"Tech Hub","Pulse Home Item 184",24-03,0,1,-1,"within demand"
"Tech Hub","UrbanX Sports Item 186",24-03,24,0,24,"inventory issue"
"Tech Hub","Pulse Toys Item 188",24-03,22,0,22,"inventory issue"
"Tech Hub","Pulse Grocery Item 189",24-03,0,6,-6,"inventory issue"
"Tech Hub","Pulse Toys Item 190",24-03,-5,5,-10,"inventory issue"
"Tech Hub","Acme Fashion Item 191",24-03,-3,0,-3,"within demand"
"Tech Hub","Luxe Sports Item 192",24-03,71,0,71,"inventory issue"
"Tech Hub","Acme Grocery Item 193",24-03,30,0,30,"inventory issue"
"Tech Hub","Acme Toys Item 194",24-03,29,0,29,"inventory issue"
"Tech Hub","PlayOn Home Item 195",24-03,-1,16,-17,"inventory issue"
"Tech Hub","Nova Electronics Item 196",24-03,11,0,11,"inventory issue"
"Tech Hub","PlayOn Grocery Item 197",24-03,28,1,27,"inventory issue"
"Tech Hub","Nova Fashion Item 198",24-03,-3,0,-3,"within demand"
"Tech Hub","Crafto Beauty Item 199",24-03,0,1,-1,"within demand"
"Tech Hub","Luxe Sports Item 200",24-03,51,0,51,"inventory issue"
"Tech Hub","Nova Electronics Item 202",24-03,-5,0,-5,"within demand"
"Tech Hub","Freshly Fashion Item 205",24-03,26,0,26,"inventory issue"
"Tech Hub","UrbanX Electronics Item 206",24-03,0,5,-5,"within demand"
"Tech Hub","UrbanX Books Item 208",24-03,-3,0,-3,"within demand"
"Tech Hub","Acme Sports Item 209",24-03,2,0,2,"within demand"
"Tech Hub","Nova Books Item 210",24-03,27,0,27,"inventory issue"
"Tech Hub","Pulse Home Item 211",24-03,12,0,12,"inventory issue"
"Tech Hub","UrbanX Books Item 212",24-03,0,3,-3,"within demand"
"Tech Hub","UrbanX Grocery Item 213",24-03,-2,0,-2,"within demand"
"Tech Hub","Luxe Electronics Item 214",24-03,0,0,0,"within demand"
"Tech Hub","Luxe Home Item 215",24-03,-2,2,-4,"within demand"
"Tech Hub","Freshly Home Item 216",24-03,-4,0,-4,"within demand"
"Tech Hub","Acme Books Item 217",24-03,-2,4,-6,"inventory issue"
"Tech Hub","Freshly Beauty Item 218",24-03,0,6,-6,"inventory issue"
"Tech Hub","Luxe Toys Item 219",24-03,2,0,2,"within demand"
"Tech Hub","Zenon Home Item 222",24-03,0,2,-2,"within demand"
"Tech Hub","Freshly Beauty Item 223",24-03,-4,0,-4,"within demand"
"Tech Hub","Acme Beauty Item 224",24-03,-1,4,-5,"within demand"
"Tech Hub","UrbanX Fashion Item 225",24-03,-3,5,-8,"inventory issue"
"Tech Hub","Zenon Fashion Item 226",24-03,-2,0,-2,"within demand"
"Tech Hub","Freshly Home Item 230",24-03,-5,0,-5,"within demand"
"Tech Hub","Zenon Grocery Item 232",24-03,41,3,38,"inventory issue"
"Tech Hub","Luxe Home Item 233",24-03,0,3,-3,"within demand"
"Tech Hub","Crafto Beauty Item 234",24-03,-3,0,-3,"within demand"
"Tech Hub","EcoWare Books Item 235",24-03,52,0,52,"inventory issue"
"Tech Hub","UrbanX Toys Item 237",24-03,0,3,-3,"within demand"
"Tech Hub","Nova Books Item 238",24-03,-5,0,-5,"within demand"
"Tech Hub","Crafto Beauty Item 241",24-03,0,9,-9,"inventory issue"
"Tech Hub","Nova Toys Item 242",24-03,7,5,2,"within demand"
"Tech Hub","Freshly Fashion Item 243",24-03,0,5,-5,"within demand"
"Tech Hub","Zenon Home Item 245",24-03,15,2,13,"inventory issue"
"Tech Hub","Crafto Beauty Item 246",24-03,25,7,18,"inventory issue"
"Tech Hub","PlayOn Books Item 247",24-03,19,0,19,"inventory issue"
"Tech Hub","Freshly Grocery Item 248",24-03,0,1,-1,"within demand"
"Tech Hub","Pulse Books Item 250",24-03,-5,5,-10,"inventory issue"
"Tech Hub","Freshly Books Item 251",24-03,-1,7,-8,"inventory issue"
"Tech Hub","Freshly Sports Item 252",24-03,21,0,21,"inventory issue"
"Tech Hub","Freshly Books Item 253",24-03,2,0,2,"within demand"
"Tech Hub","Crafto Beauty Item 254",24-03,-3,6,-9,"inventory issue"
"Tech Hub","Zenon Fashion Item 255",24-03,-3,0,-3,"within demand"
"Tech Hub","Freshly Fashion Item 256",24-03,0,1,-1,"within demand"
"Tech Hub","Nova Books Item 257",24-03,-4,0,-4,"within demand"
"Tech Hub","Zenon Toys Item 258",24-03,3,0,3,"within demand"
"Tech Hub","EcoWare Electronics Item 259",24-03,27,4,23,"inventory issue"
"Tech Hub","Acme Electronics Item 262",24-03,-4,0,-4,"within demand"
"Tech Hub","Nova Beauty Item 263",24-03,0,3,-3,"within demand"
"Tech Hub","Zenon Electronics Item 264",24-03,6,0,6,"inventory issue"
"Tech Hub","PlayOn Grocery Item 266",24-03,-1,0,-1,"within demand"
"Tech Hub","Freshly Home Item 268",24-03,0,1,-1,"within demand"
"Tech Hub","PlayOn Grocery Item 269",24-03,30,5,25,"inventory issue"
"Tech Hub","Pulse Beauty Item 270",24-03,27,0,27,"inventory issue"
"Tech Hub","Acme Grocery Item 271",24-03,-1,2,-3,"within demand"
"Tech Hub","Zenon Beauty Item 272",24-03,28,0,28,"inventory issue"
"Tech Hub","Nova Sports Item 274",24-03,3,1,2,"within demand"
"Tech Hub","PlayOn Beauty Item 275",24-03,-3,0,-3,"within demand"
"Tech Hub","Acme Electronics Item 276",24-03,3,0,3,"within demand"
"Tech Hub","UrbanX Books Item 282",24-03,-4,0,-4,"within demand"
"Tech Hub","Pulse Fashion Item 283",24-03,-3,3,-6,"inventory issue"
"Tech Hub","Pulse Home Item 285",24-03,44,5,39,"inventory issue"
"Tech Hub","Crafto Sports Item 286",24-03,12,0,12,"inventory issue"
"Tech Hub","UrbanX Home Item 287",24-03,-4,0,-4,"within demand"
"Tech Hub","Pulse Grocery Item 289",24-03,45,0,45,"inventory issue"
"Tech Hub","Pulse Grocery Item 290",24-03,0,4,-4,"within demand"
"Tech Hub","Freshly Sports Item 291",24-03,0,5,-5,"within demand"
"Tech Hub","Acme Sports Item 292",24-03,9,9,0,"within demand"
"Tech Hub","Nova Electronics Item 294",24-03,49,4,45,"inventory issue"
"Tech Hub","Crafto Fashion Item 295",24-03,15,0,15,"inventory issue"
"Tech Hub","Crafto Beauty Item 296",24-03,-5,1,-6,"inventory issue"
"Tech Hub","UrbanX Books Item 298",24-03,-4,2,-6,"inventory issue"
"Tech Hub","Crafto Fashion Item 299",24-03,22,0,22,"inventory issue"
"Tech Hub","Zenon Toys Item 300",24-03,73,0,73,"inventory issue"
"Tech Hub","UrbanX Sports Item 3",24-04,-6,0,-6,"inventory issue"
"Tech Hub","Freshly Beauty Item 5",24-04,0,2,-2,"within demand"
"Tech Hub","PlayOn Beauty Item 6",24-04,-4,0,-4,"within demand"
"Tech Hub","PlayOn Toys Item 7",24-04,39,0,39,"inventory issue"
"Tech Hub","Luxe Home Item 8",24-04,-5,8,-13,"inventory issue"
"Tech Hub","Freshly Electronics Item 13",24-04,0,3,-3,"within demand"
"Tech Hub","Luxe Toys Item 14",24-04,-3,0,-3,"within demand"
"Tech Hub","EcoWare Toys Item 15",24-04,2,5,-3,"within demand"
"Tech Hub","EcoWare Fashion Item 16",24-04,-3,0,-3,"within demand"
"Tech Hub","PlayOn Home Item 17",24-04,2,0,2,"within demand"
"Tech Hub","Crafto Beauty Item 19",24-04,-2,1,-3,"within demand"
"Tech Hub","PlayOn Grocery Item 20",24-04,-2,0,-2,"within demand"
"Tech Hub","Luxe Books Item 21",24-04,4,0,4,"within demand"
"Tech Hub","Crafto Grocery Item 22",24-04,26,0,26,"inventory issue"
"Tech Hub","PlayOn Beauty Item 23",24-04,0,4,-4,"within demand"
"Tech Hub","Nova Electronics Item 25",24-04,22,0,22,"inventory issue"
"Tech Hub","UrbanX Grocery Item 26",24-04,-5,0,-5,"within demand"
"Tech Hub","Acme Books Item 29",24-04,29,0,29,"inventory issue"
"Tech Hub","UrbanX Fashion Item 31",24-04,2,0,2,"within demand"
"Tech Hub","Acme Grocery Item 32",24-04,41,4,37,"inventory issue"
"Tech Hub","Nova Electronics Item 33",24-04,14,0,14,"inventory issue"
"Tech Hub","Luxe Home Item 35",24-04,-3,0,-3,"within demand"
"Tech Hub","Pulse Grocery Item 36",24-04,-2,3,-5,"within demand"
"Tech Hub","Pulse Fashion Item 37",24-04,18,5,13,"inventory issue"
"Tech Hub","Acme Grocery Item 38",24-04,32,0,32,"inventory issue"
"Tech Hub","PlayOn Home Item 39",24-04,0,7,-7,"inventory issue"
"Tech Hub","Pulse Books Item 40",24-04,-3,3,-6,"inventory issue"
"Tech Hub","UrbanX Toys Item 41",24-04,-1,0,-1,"within demand"
"Tech Hub","Nova Sports Item 45",24-04,-4,0,-4,"within demand"
"Tech Hub","Luxe Sports Item 48",24-04,2,2,0,"within demand"
"Tech Hub","Crafto Beauty Item 49",24-04,-2,0,-2,"within demand"
"Tech Hub","Pulse Toys Item 50",24-04,36,0,36,"inventory issue"
"Tech Hub","Luxe Fashion Item 52",24-04,0,5,-5,"within demand"
"Tech Hub","UrbanX Books Item 53",24-04,-4,0,-4,"within demand"
"Tech Hub","EcoWare Electronics Item 54",24-04,-1,5,-6,"inventory issue"
"Tech Hub","PlayOn Electronics Item 57",24-04,-3,0,-3,"within demand"
"Tech Hub","EcoWare Electronics Item 58",24-04,30,3,27,"inventory issue"
"Tech Hub","Pulse Home Item 59",24-04,-4,0,-4,"within demand"
"Tech Hub","Nova Beauty Item 60",24-04,27,3,24,"inventory issue"
"Tech Hub","Acme Fashion Item 62",24-04,0,5,-5,"within demand"
"Tech Hub","Nova Electronics Item 64",24-04,0,3,-3,"within demand"
"Tech Hub","Acme Grocery Item 65",24-04,37,0,37,"inventory issue"
"Tech Hub","Nova Electronics Item 66",24-04,-1,1,-2,"within demand"
"Tech Hub","Luxe Fashion Item 67",24-04,-1,0,-1,"within demand"
"Tech Hub","EcoWare Books Item 68",24-04,106,4,102,"inventory issue"
"Tech Hub","Acme Books Item 69",24-04,0,8,-8,"inventory issue"
"Tech Hub","Zenon Sports Item 70",24-04,27,8,19,"inventory issue"
"Tech Hub","Acme Grocery Item 71",24-04,-5,4,-9,"inventory issue"
"Tech Hub","Acme Electronics Item 72",24-04,58,7,51,"inventory issue"
"Tech Hub","Acme Home Item 74",24-04,-2,0,-2,"within demand"
"Tech Hub","UrbanX Sports Item 75",24-04,-2,0,-2,"within demand"
"Tech Hub","Nova Books Item 76",24-04,0,5,-5,"within demand"
"Tech Hub","PlayOn Fashion Item 78",24-04,40,0,40,"inventory issue"
"Tech Hub","Acme Electronics Item 80",24-04,0,1,-1,"within demand"
"Tech Hub","Nova Electronics Item 82",24-04,19,0,19,"inventory issue"
"Tech Hub","Pulse Electronics Item 83",24-04,39,0,39,"inventory issue"
"Tech Hub","Nova Electronics Item 87",24-04,-3,0,-3,"within demand"
"Tech Hub","UrbanX Fashion Item 88",24-04,37,0,37,"inventory issue"
"Tech Hub","Pulse Fashion Item 90",24-04,-3,0,-3,"within demand"
"Tech Hub","Acme Home Item 91",24-04,-3,2,-5,"within demand"
"Tech Hub","Acme Beauty Item 92",24-04,-4,0,-4,"within demand"
"Tech Hub","Nova Home Item 94",24-04,53,0,53,"inventory issue"
"Tech Hub","Luxe Toys Item 97",24-04,0,3,-3,"within demand"
"Tech Hub","Crafto Beauty Item 98",24-04,75,1,74,"inventory issue"
"Tech Hub","UrbanX Sports Item 99",24-04,24,0,24,"inventory issue"
"Tech Hub","EcoWare Fashion Item 100",24-04,-5,0,-5,"within demand"
"Tech Hub","Nova Toys Item 102",24-04,-3,4,-7,"inventory issue"
"Tech Hub","Zenon Electronics Item 103",24-04,0,4,-4,"within demand"
"Tech Hub","Acme Toys Item 105",24-04,31,0,31,"inventory issue"
"Tech Hub","PlayOn Home Item 106",24-04,45,0,45,"inventory issue"
"Tech Hub","Freshly Home Item 107",24-04,-4,0,-4,"within demand"
"Tech Hub","Acme Electronics Item 109",24-04,-5,3,-8,"inventory issue"
"Tech Hub","PlayOn Toys Item 110",24-04,18,1,17,"inventory issue"
"Tech Hub","PlayOn Home Item 111",24-04,-1,4,-5,"within demand"
"Tech Hub","Zenon Toys Item 112",24-04,35,0,35,"inventory issue"
"Tech Hub","Acme Books Item 113",24-04,-4,3,-7,"inventory issue"
"Tech Hub","PlayOn Books Item 115",24-04,-3,3,-6,"inventory issue"
"Tech Hub","Pulse Books Item 117",24-04,8,3,5,"within demand"
"Tech Hub","Nova Home Item 118",24-04,-2,4,-6,"inventory issue"
"Tech Hub","Acme Sports Item 119",24-04,13,0,13,"inventory issue"
"Tech Hub","Acme Fashion Item 120",24-04,-4,0,-4,"within demand"
"Tech Hub","Zenon Grocery Item 122",24-04,-1,4,-5,"within demand"
"Tech Hub","Acme Sports Item 123",24-04,-5,0,-5,"within demand"
"Tech Hub","Luxe Beauty Item 124",24-04,0,5,-5,"within demand"
"Tech Hub","Acme Electronics Item 125",24-04,46,0,46,"inventory issue"
"Tech Hub","EcoWare Toys Item 126",24-04,0,4,-4,"within demand"
"Tech Hub","Zenon Sports Item 127",24-04,-1,0,-1,"within demand"
"Tech Hub","EcoWare Home Item 129",24-04,3,0,3,"within demand"
"Tech Hub","Freshly Fashion Item 130",24-04,12,0,12,"inventory issue"
"Tech Hub","Nova Books Item 132",24-04,0,5,-5,"within demand"
"Tech Hub","Pulse Home Item 133",24-04,-2,0,-2,"within demand"
"Tech Hub","UrbanX Beauty Item 135",24-04,-2,2,-4,"within demand"
"Tech Hub","Luxe Beauty Item 137",24-04,-4,0,-4,"within demand"
"Tech Hub","Crafto Books Item 138",24-04,0,7,-7,"inventory issue"
"Tech Hub","Crafto Sports Item 139",24-04,-5,4,-9,"inventory issue"
"Tech Hub","Luxe Beauty Item 140",24-04,21,0,21,"inventory issue"
"Tech Hub","Pulse Toys Item 141",24-04,0,1,-1,"within demand"
"Tech Hub","Nova Home Item 142",24-04,-4,0,-4,"within demand"
"Tech Hub","Zenon Beauty Item 143",24-04,0,2,-2,"within demand"
"Tech Hub","PlayOn Electronics Item 145",24-04,0,2,-2,"within demand"
"Tech Hub","Freshly Home Item 146",24-04,75,0,75,"inventory issue"
"Tech Hub","Pulse Sports Item 148",24-04,0,14,-14,"inventory issue"
"Tech Hub","EcoWare Books Item 149",24-04,25,2,23,"inventory issue"
"Tech Hub","Luxe Electronics Item 150",24-04,5,1,4,"within demand"
"Tech Hub","Acme Sports Item 151",24-04,21,0,21,"inventory issue"
"Tech Hub","EcoWare Books Item 154",24-04,0,4,-4,"within demand"
"Tech Hub","Luxe Books Item 155",24-04,0,0,0,"within demand"
"Tech Hub","Freshly Grocery Item 156",24-04,33,0,33,"inventory issue"
"Tech Hub","Nova Beauty Item 157",24-04,-1,0,-1,"within demand"
"Tech Hub","Luxe Fashion Item 158",24-04,31,0,31,"inventory issue"
"Tech Hub","PlayOn Books Item 160",24-04,0,8,-8,"inventory issue"
"Tech Hub","Crafto Toys Item 163",24-04,45,0,45,"inventory issue"
"Tech Hub","Crafto Home Item 164",24-04,-1,0,-1,"within demand"
"Tech Hub","Pulse Books Item 167",24-04,0,0,0,"within demand"
"Tech Hub","EcoWare Sports Item 168",24-04,50,6,44,"inventory issue"
"Tech Hub","Acme Electronics Item 169",24-04,16,0,16,"inventory issue"
"Tech Hub","Zenon Grocery Item 170",24-04,0,4,-4,"within demand"
"Tech Hub","Nova Toys Item 171",24-04,0,3,-3,"within demand"
"Tech Hub","Luxe Sports Item 172",24-04,-9,0,-9,"inventory issue"
"Tech Hub","Pulse Fashion Item 176",24-04,33,0,33,"inventory issue"
"Tech Hub","Nova Electronics Item 178",24-04,21,0,21,"inventory issue"
"Tech Hub","Zenon Grocery Item 179",24-04,0,4,-4,"within demand"
"Tech Hub","Luxe Grocery Item 180",24-04,0,7,-7,"inventory issue"
"Tech Hub","Crafto Home Item 182",24-04,-3,4,-7,"inventory issue"
"Tech Hub","Nova Sports Item 183",24-04,2,2,0,"within demand"
"Tech Hub","Pulse Home Item 184",24-04,-1,6,-7,"inventory issue"
"Tech Hub","UrbanX Sports Item 186",24-04,-5,0,-5,"within demand"
"Tech Hub","Zenon Beauty Item 187",24-04,1,4,-3,"within demand"
"Tech Hub","Pulse Toys Item 188",24-04,2,0,2,"within demand"
"Tech Hub","Pulse Grocery Item 189",24-04,3,0,3,"within demand"
"Tech Hub","Luxe Sports Item 192",24-04,33,0,33,"inventory issue"
"Tech Hub","Acme Grocery Item 193",24-04,-5,3,-8,"inventory issue"
"Tech Hub","Acme Toys Item 194",24-04,-3,5,-8,"inventory issue"
"Tech Hub","PlayOn Home Item 195",24-04,0,1,-1,"within demand"
"Tech Hub","PlayOn Grocery Item 197",24-04,0,7,-7,"inventory issue"
"Tech Hub","Nova Fashion Item 198",24-04,-1,6,-7,"inventory issue"
"Tech Hub","Crafto Beauty Item 199",24-04,26,0,26,"inventory issue"
"Tech Hub","Zenon Sports Item 201",24-04,-1,0,-1,"within demand"
"Tech Hub","Nova Electronics Item 202",24-04,0,2,-2,"within demand"
"Tech Hub","PlayOn Grocery Item 203",24-04,-3,0,-3,"within demand"
"Tech Hub","UrbanX Electronics Item 206",24-04,-5,0,-5,"within demand"
"Tech Hub","UrbanX Books Item 208",24-04,40,0,40,"inventory issue"
"Tech Hub","Acme Sports Item 209",24-04,-1,0,-1,"within demand"
"Tech Hub","Nova Books Item 210",24-04,-4,0,-4,"within demand"
"Tech Hub","Pulse Home Item 211",24-04,-1,0,-1,"within demand"
"Tech Hub","UrbanX Books Item 212",24-04,-5,0,-5,"within demand"
"Tech Hub","UrbanX Grocery Item 213",24-04,14,3,11,"inventory issue"
"Tech Hub","Luxe Electronics Item 214",24-04,-3,0,-3,"within demand"
"Tech Hub","Luxe Home Item 215",24-04,-4,3,-7,"inventory issue"
"Tech Hub","Acme Books Item 217",24-04,0,5,-5,"within demand"
"Tech Hub","Luxe Toys Item 219",24-04,16,0,16,"inventory issue"
"Tech Hub","Acme Fashion Item 220",24-04,21,0,21,"inventory issue"
"Tech Hub","Zenon Home Item 222",24-04,34,0,34,"inventory issue"
"Tech Hub","Freshly Beauty Item 223",24-04,0,5,-5,"within demand"
"Tech Hub","Acme Beauty Item 224",24-04,0,5,-5,"within demand"
"Tech Hub","UrbanX Fashion Item 225",24-04,0,5,-5,"within demand"
"Tech Hub","Zenon Fashion Item 226",24-04,0,0,0,"within demand"
"Tech Hub","Luxe Toys Item 227",24-04,-2,4,-6,"inventory issue"
"Tech Hub","PlayOn Toys Item 228",24-04,-1,0,-1,"within demand"
"Tech Hub","Freshly Sports Item 229",24-04,34,4,30,"inventory issue"
"Tech Hub","Freshly Home Item 230",24-04,0,1,-1,"within demand"
"Tech Hub","Acme Sports Item 231",24-04,-4,0,-4,"within demand"
"Tech Hub","Zenon Grocery Item 232",24-04,-4,0,-4,"within demand"
"Tech Hub","Luxe Home Item 233",24-04,20,0,20,"inventory issue"
"Tech Hub","Crafto Beauty Item 234",24-04,37,0,37,"inventory issue"
"Tech Hub","EcoWare Books Item 235",24-04,-5,0,-5,"within demand"
"Tech Hub","UrbanX Toys Item 236",24-04,-3,0,-3,"within demand"
"Tech Hub","UrbanX Toys Item 237",24-04,0,2,-2,"within demand"
"Tech Hub","Nova Books Item 238",24-04,49,0,49,"inventory issue"
"Tech Hub","Acme Beauty Item 239",24-04,0,4,-4,"within demand"
"Tech Hub","Freshly Fashion Item 243",24-04,-1,0,-1,"within demand"
"Tech Hub","Freshly Grocery Item 244",24-04,81,0,81,"inventory issue"
"Tech Hub","Zenon Home Item 245",24-04,5,0,5,"within demand"
"Tech Hub","Crafto Beauty Item 246",24-04,-1,0,-1,"within demand"
"Tech Hub","PlayOn Books Item 247",24-04,0,3,-3,"within demand"
"Tech Hub","Freshly Grocery Item 248",24-04,70,0,70,"inventory issue"
"Tech Hub","Pulse Beauty Item 249",24-04,-3,0,-3,"within demand"
"Tech Hub","Freshly Books Item 251",24-04,2,4,-2,"within demand"
"Tech Hub","Freshly Sports Item 252",24-04,-3,0,-3,"within demand"
"Tech Hub","Freshly Books Item 253",24-04,39,3,36,"inventory issue"
"Tech Hub","Crafto Beauty Item 254",24-04,30,0,30,"inventory issue"
"Tech Hub","Zenon Fashion Item 255",24-04,15,5,10,"inventory issue"
"Tech Hub","Freshly Fashion Item 256",24-04,2,0,2,"within demand"
"Tech Hub","Nova Books Item 257",24-04,24,5,19,"inventory issue"
"Tech Hub","Zenon Toys Item 258",24-04,44,3,41,"inventory issue"
"Tech Hub","EcoWare Electronics Item 259",24-04,83,5,78,"inventory issue"
"Tech Hub","Crafto Sports Item 260",24-04,1,0,1,"within demand"
"Tech Hub","Freshly Toys Item 261",24-04,-5,0,-5,"within demand"
"Tech Hub","Acme Electronics Item 262",24-04,-2,0,-2,"within demand"
"Tech Hub","Nova Beauty Item 263",24-04,-5,0,-5,"within demand"
"Tech Hub","Zenon Electronics Item 264",24-04,0,1,-1,"within demand"
"Tech Hub","Pulse Home Item 265",24-04,23,0,23,"inventory issue"
"Tech Hub","EcoWare Grocery Item 267",24-04,-4,0,-4,"within demand"
"Tech Hub","Freshly Home Item 268",24-04,8,0,8,"inventory issue"
"Tech Hub","PlayOn Grocery Item 269",24-04,0,1,-1,"within demand"
"Tech Hub","Pulse Beauty Item 270",24-04,-4,0,-4,"within demand"
"Tech Hub","Acme Grocery Item 271",24-04,58,0,58,"inventory issue"
"Tech Hub","Pulse Sports Item 273",24-04,-2,0,-2,"within demand"
"Tech Hub","Nova Sports Item 274",24-04,-2,0,-2,"within demand"
"Tech Hub","Acme Electronics Item 276",24-04,-7,0,-7,"inventory issue"
"Tech Hub","Zenon Grocery Item 277",24-04,14,5,9,"inventory issue"
"Tech Hub","Zenon Electronics Item 278",24-04,0,4,-4,"within demand"
"Tech Hub","Crafto Electronics Item 280",24-04,33,4,29,"inventory issue"
"Tech Hub","Pulse Fashion Item 283",24-04,73,2,71,"inventory issue"
